Thumb,Index,Middle,Ring,Pinky,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Letter
0,1454,921,677,645,7.61,-4.01,-4.53,-0.32,0.14,0.13,0
0,1456,923,666,645,7.64,-3.97,-4.37,-0.40,0.22,0.21,0
0,1463,911,671,613,7.82,-4.00,-4.17,-0.53,0.29,0.27,0
0,1471,930,675,614,7.89,-4.28,-3.88,-0.67,0.43,0.26,0
0,1495,958,654,541,8.24,-3.92,-3.67,-0.53,0.34,0.19,0
0,1459,942,677,545,8.77,-3.58,-2.65,-0.24,0.39,0.16,0
0,1471,912,655,546,8.78,-3.86,-2.36,-0.34,0.22,0.13,0
0,1489,947,647,541,8.67,-3.84,-2.79,-0.23,0.04,0.08,0
0,1501,922,635,510,8.65,-4.21,-3.00,-0.10,-0.17,0.09,0
0,1474,910,642,516,8.25,-3.76,-3.39,-0.10,-0.16,0.01,0
0,1471,925,669,523,8.43,-3.32,-3.15,-0.19,-0.20,0.29,0
0,1449,933,650,501,7.90,-4.10,-2.95,-0.31,-0.32,0.47,0
0,1457,930,647,511,7.29,-4.42,-4.31,-0.37,-0.44,0.43,0
0,1486,920,647,527,7.05,-5.59,-5.54,-0.66,-0.12,0.35,0
0,1455,910,694,623,7.57,-4.25,-5.02,-0.62,0.36,-0.26,0
0,1475,903,654,592,7.07,-3.70,-4.34,-0.39,0.39,-0.27,0
0,1479,923,654,502,7.33,-2.97,-3.61,-0.19,0.09,-0.19,0
0,1489,921,669,509,7.42,-4.08,-4.77,0.04,-0.34,-0.02,0
0,1501,944,671,609,6.89,-3.14,-6.01,-0.06,-0.27,-0.21,0
0,1487,902,662,569,6.48,-3.24,-6.03,0.05,-0.12,-0.06,0
0,1457,912,677,564,7.00,-3.51,-5.57,-0.09,-0.18,0.09,0
0,1458,921,665,581,7.24,-3.08,-5.88,-0.32,0.08,0.13,0
0,1477,913,641,589,7.25,-3.97,-4.63,-0.18,-0.02,0.07,0
0,1431,923,643,534,6.87,-4.03,-6.12,-0.01,-0.05,-0.33,0
0,1435,903,679,576,6.83,-3.10,-5.05,0.04,0.05,0.00,0
0,1447,907,671,545,7.38,-3.17,-5.26,-0.10,-0.05,0.09,0
0,1453,917,654,551,7.60,-3.40,-5.51,-0.10,0.01,-0.02,0
0,1430,912,681,562,7.26,-3.43,-4.96,0.00,0.08,-0.12,0
0,1453,923,656,541,7.28,-3.16,-4.61,0.04,-0.16,-0.13,0
0,1446,912,673,537,7.10,-3.52,-6.16,-0.08,-0.05,-0.20,0
0,1445,902,674,544,7.31,-2.76,-5.83,-0.01,-0.04,-0.06,0
0,1438,903,682,535,7.09,-3.35,-5.16,0.05,-0.10,-0.10,0
0,1454,914,670,505,6.73,-3.70,-5.49,0.18,-0.05,-0.09,0
0,1408,862,752,507,7.83,-3.43,-5.23,0.32,0.13,-0.09,0
0,1360,950,982,801,8.16,-3.78,-4.73,0.04,0.32,-0.01,0
0,1298,985,1003,1117,7.30,-3.78,-4.46,0.03,0.26,-0.11,0
0,1279,943,1083,1233,7.99,-3.93,-4.49,0.12,0.26,-0.10,0
0,1327,918,1072,1351,8.14,-3.95,-4.18,0.16,0.25,-0.16,0
0,1317,925,1053,1397,7.99,-3.94,-3.73,0.11,0.26,-0.24,0
0,1330,873,1050,1424,7.81,-3.81,-3.62,0.08,0.25,-0.22,0
0,1351,899,1037,1357,8.69,-3.53,-3.38,-0.02,0.29,-0.22,0
0,1378,882,1044,1255,8.63,-3.17,-2.96,-0.08,0.29,-0.14,0
0,1366,894,1067,1215,9.04,-3.10,-2.54,-0.04,0.16,-0.05,0
0,1401,933,1045,1195,9.03,-3.02,-2.46,-0.06,0.15,0.01,0
0,1383,916,1046,1200,9.02,-3.44,-2.14,0.02,0.07,0.00,0
0,1334,901,1019,1191,9.14,-3.49,-2.16,0.00,-0.02,-0.03,0
0,1327,880,998,1125,9.06,-3.28,-2.25,0.08,-0.08,-0.08,0
0,1328,894,1005,1085,8.97,-3.32,-2.13,0.14,-0.09,-0.11,0
0,1331,883,1019,1074,8.94,-3.19,-2.67,0.11,-0.05,-0.11,0
0,1360,912,1031,1101,8.96,-3.55,-2.28,0.20,-0.09,-0.17,0
0,1353,918,1002,1072,8.99,-3.35,-2.33,0.24,-0.13,-0.19,0
0,1326,897,1049,1082,9.00,-3.32,-2.55,0.26,-0.10,-0.17,0
0,1356,895,1043,1066,9.19,-3.27,-2.52,0.27,-0.09,-0.16,0
0,1338,866,1013,1081,9.04,-3.49,-2.27,0.28,-0.11,-0.20,0
0,1331,862,1004,1040,9.05,-3.38,-2.40,0.27,-0.07,-0.31,0
0,1271,845,994,1038,9.11,-2.96,-3.06,1.80,0.08,-0.62,0
0,1264,823,1011,1040,8.99,-3.13,-1.94,3.74,0.30,-0.49,0
0,1308,857,998,1005,9.47,-2.99,1.07,1.50,0.46,0.10,0
0,1337,862,1023,1023,9.49,-3.68,1.05,0.63,-0.22,0.02,0
0,1355,908,1035,1014,9.37,-4.13,2.04,1.73,-0.22,0.14,0
0,1366,895,1015,997,9.59,-2.90,2.13,0.27,-0.16,0.08,0
0,1348,890,996,989,9.72,-2.51,2.05,1.41,-0.27,0.30,0
0,1379,873,1003,990,9.08,-4.74,2.92,0.70,-0.15,0.38,0
0,1302,872,977,954,9.25,-4.30,2.95,-1.03,-0.11,0.21,0
0,1248,831,906,918,9.05,-4.49,1.26,0.00,-0.05,0.07,0
0,1274,823,834,939,8.93,-4.88,1.85,-0.44,0.17,0.12,0
0,1250,819,810,913,8.86,-4.69,2.05,-0.31,0.17,0.16,0
0,1285,794,731,896,8.64,-5.38,1.77,-0.52,0.22,0.06,0
0,1265,799,710,848,8.74,-5.35,1.88,-0.56,0.33,-0.13,0
0,1294,786,703,838,8.73,-5.15,1.98,-0.64,0.41,-0.15,0
0,1273,773,703,834,9.01,-4.84,2.14,-0.75,0.33,-0.16,0
0,1274,765,709,829,8.92,-4.81,1.64,-0.75,0.36,-0.15,0
0,1266,784,685,834,9.01,-4.70,1.83,-0.81,0.36,-0.17,0
0,1275,797,683,817,9.22,-4.30,1.88,-0.62,0.30,-0.13,0
0,1279,793,700,836,9.29,-4.14,1.93,-0.56,0.21,-0.02,0
0,1275,790,714,841,9.13,-4.26,1.96,-0.35,0.13,0.11,0
0,1296,832,710,816,9.05,-4.96,1.56,-0.38,0.06,0.10,0
0,1288,816,722,796,8.98,-4.94,1.37,-0.38,0.09,-0.07,0
0,1242,809,727,848,9.03,-4.35,1.28,-0.12,-0.03,0.04,0
0,1251,821,721,815,9.13,-4.68,1.49,-0.19,0.15,-0.18,0
0,1274,753,684,768,8.85,-5.16,1.05,-0.11,0.02,0.06,0
